periodo;nivel_general_aperturas;indice_ipim
2015-12-01;ng_nivel_general;100
2016-01-01;ng_nivel_general;108,787179072642
2016-02-01;ng_nivel_general;114,170884286305
2016-03-01;ng_nivel_general;117,000647955677
2016-04-01;ng_nivel_general;118,812575925872
2016-05-01;ng_nivel_general;123,099353635332
2016-06-01;ng_nivel_general;126,681921953781
2016-07-01;ng_nivel_general;130,208352107735
2016-08-01;ng_nivel_general;130,722590357452
2016-09-01;ng_nivel_general;131,280553423565
2016-10-01;ng_nivel_general;132,059366852626
2016-11-01;ng_nivel_general;133,678918859084
2016-12-01;ng_nivel_general;134,528991476547
2017-01-01;ng_nivel_general;136,545907312244
2017-02-01;ng_nivel_general;138,82611252137
2017-03-01;ng_nivel_general;140,106362847424
2017-04-01;ng_nivel_general;140,75434995069
2017-05-01;ng_nivel_general;141,961228034987
2017-06-01;ng_nivel_general;144,616863549565
2017-07-01;ng_nivel_general;148,311344172517
2017-08-01;ng_nivel_general;151,157292148525
2017-09-01;ng_nivel_general;152,668603023365
2017-10-01;ng_nivel_general;154,910562036985
2017-11-01;ng_nivel_general;157,302869110099
2017-12-01;ng_nivel_general;159,885713536404
2018-01-01;ng_nivel_general;167,19086802591
2018-02-01;ng_nivel_general;175,295471397276
2018-03-01;ng_nivel_general;178,688435281609
2018-04-01;ng_nivel_general;181,892538876928
2018-05-01;ng_nivel_general;195,550410170688
2018-06-01;ng_nivel_general;208,324349586251
2018-07-01;ng_nivel_general;218,180924219558
2018-08-01;ng_nivel_general;228,859169349605
2018-09-01;ng_nivel_general;265,573858961228
2018-10-01;ng_nivel_general;273,605658369032
2018-11-01;ng_nivel_general;273,898929077527
2018-12-01;ng_nivel_general;277,399352946323
2019-01-01;ng_nivel_general;278,978949795967
2019-02-01;ng_nivel_general;288,36347899789
2019-03-01;ng_nivel_general;300,204507975288
2019-04-01;ng_nivel_general;313,961175372611
2019-05-01;ng_nivel_general;329,493455946627
2019-06-01;ng_nivel_general;334,9402343496
2019-07-01;ng_nivel_general;335,198597203813
2019-08-01;ng_nivel_general;372,785790277677
2019-09-01;ng_nivel_general;388,320933734943
2019-10-01;ng_nivel_general;402,345279960599
2019-11-01;ng_nivel_general;424,027900851649
2019-12-01;ng_nivel_general;439,656650804617
2020-01-01;ng_nivel_general;446,276657286322
2020-02-01;ng_nivel_general;451,26123606663
2020-03-01;ng_nivel_general;455,585936207131
2020-04-01;ng_nivel_general;449,684532003591
2020-05-01;ng_nivel_general;451,328693729943
2020-06-01;ng_nivel_general;467,844543694811
2020-07-01;ng_nivel_general;484,367982534019
2020-08-01;ng_nivel_general;504,248204290043
2020-09-01;ng_nivel_general;522,873429854799
2020-10-01;ng_nivel_general;547,26578034078
2020-11-01;ng_nivel_general;570,094415346884
2020-12-01;ng_nivel_general;595,189726457613
2021-01-01;ng_nivel_general;628,266822567963
2021-02-01;ng_nivel_general;666,514917673079
2021-03-01;ng_nivel_general;692,448562309703
2021-04-01;ng_nivel_general;725,450488741101
2021-05-01;ng_nivel_general;748,828003230093
2021-06-01;ng_nivel_general;772,269150039514
2021-07-01;ng_nivel_general;789,539985956218
2021-08-01;ng_nivel_general;809,371687407174
2021-09-01;ng_nivel_general;831,993669970191
2021-10-01;ng_nivel_general;855,682471774004
2021-11-01;ng_nivel_general;880,888646123764
2021-12-01;ng_nivel_general;900,780366660676
2022-01-01;ng_nivel_general;934,336190023369
2022-02-01;ng_nivel_general;978,603256970286
2022-03-01;ng_nivel_general;1040,5419938331
2022-04-01;ng_nivel_general;1101,9533166314
2022-05-01;ng_nivel_general;1158,92227988411
2022-06-01;ng_nivel_general;1214,82414847021
2022-07-01;ng_nivel_general;1300,83728267506
2022-08-01;ng_nivel_general;1407,19754232118
2022-09-01;ng_nivel_general;1484,34233638972
2022-10-01;ng_nivel_general;1555,2267205419
2022-11-01;ng_nivel_general;1653,11889091618
2022-12-01;ng_nivel_general;1754,57555152962
2023-01-01;ng_nivel_general;1868,30201534843
2023-02-01;ng_nivel_general;1999,60362446118
2023-03-01;ng_nivel_general;2100,75897596471
2023-04-01;ng_nivel_general;2246,41064989149
2023-05-01;ng_nivel_general;2405,51590248759
2023-06-01;ng_nivel_general;2585,66679052681
2023-07-01;ng_nivel_general;2767,10627207114
2023-08-01;ng_nivel_general;3284,86426078733
2023-09-01;ng_nivel_general;3587,48637733133
2023-10-01;ng_nivel_general;3858,68277968591
2023-11-01;ng_nivel_general;4287,0202983057
2023-12-01;ng_nivel_general;6603,36924095746
2024-01-01;ng_nivel_general;7788,8552670587
2024-02-01;ng_nivel_general;8579,88513689567
2024-03-01;ng_nivel_general;9044,94735925584
2024-04-01;ng_nivel_general;9356,88804213091
2024-05-01;ng_nivel_general;9682,8153621046
2024-06-01;ng_nivel_general;9940,06661435272
2024-07-01;ng_nivel_general;10246,4849318523
2024-08-01;ng_nivel_general;10458,6277510331
2024-09-01;ng_nivel_general;10665,2824972519
2024-10-01;ng_nivel_general;10791,479398543
2024-11-01;ng_nivel_general;10941,2237820236
2024-12-01;ng_nivel_general;11034,0437856189
2025-01-01;ng_nivel_general;11200,3019719218
2025-02-01;ng_nivel_general;11384,0505465922
2025-03-01;ng_nivel_general;11552,8325525328
2025-04-01;ng_nivel_general;11880,2502044866
2025-05-01;ng_nivel_general;11849,3785944868
2025-06-01;ng_nivel_general;12044,399315039
2025-07-01;ng_nivel_general;12387,3224255622
2025-08-01;ng_nivel_general;12771,6879809793
2025-09-01;ng_nivel_general;13243,4269769027
2025-10-01;ng_nivel_general;13387,0045024153
2025-11-01;ng_nivel_general;13599,278412811
2025-12-01;ng_nivel_general;13925,5598447427
2026-01-01;ng_nivel_general;14157,7138275943
2026-02-01;ng_nivel_general;14296,3286109094
2015-12-01;n_productos_nacionales;100
2016-01-01;n_productos_nacionales;108,098641849055
2016-02-01;n_productos_nacionales;113,158503869466
2016-03-01;n_productos_nacionales;116,219107091948
2016-04-01;n_productos_nacionales;118,312768861167
2016-05-01;n_productos_nacionales;123,019025315782
2016-06-01;n_productos_nacionales;126,975535540136
2016-07-01;n_productos_nacionales;130,43407647293
2016-08-01;n_productos_nacionales;130,990970731566
2016-09-01;n_productos_nacionales;131,631855321672
2016-10-01;n_productos_nacionales;132,413331674451
2016-11-01;n_productos_nacionales;134,039010514631
2016-12-01;n_productos_nacionales;134,676946774965
2017-01-01;n_productos_nacionales;136,808575383442
2017-02-01;n_productos_nacionales;139,282714014101
2017-03-01;n_productos_nacionales;140,599949649999
2017-04-01;n_productos_nacionales;141,399485253929
2017-05-01;n_productos_nacionales;142,588145440303
2017-06-01;n_productos_nacionales;145,361122798473
2017-07-01;n_productos_nacionales;148,937713383138
2017-08-01;n_productos_nacionales;151,821545394016
2017-09-01;n_productos_nacionales;153,406072688516
2017-10-01;n_productos_nacionales;155,670810992039
2017-11-01;n_productos_nacionales;158,020724169199
2017-12-01;n_productos_nacionales;160,742340376288
2018-01-01;n_productos_nacionales;167,790014303029
2018-02-01;n_productos_nacionales;175,997160642877
2018-03-01;n_productos_nacionales;179,236628551185
2018-04-01;n_productos_nacionales;182,677361743387
2018-05-01;n_productos_nacionales;195,317925400652
2018-06-01;n_productos_nacionales;207,390998035741
2018-07-01;n_productos_nacionales;217,053228479439
2018-08-01;n_productos_nacionales;227,484851124055
2018-09-01;n_productos_nacionales;262,375241720304
2018-10-01;n_productos_nacionales;271,756035803894
2018-11-01;n_productos_nacionales;272,376574668053
2018-12-01;n_productos_nacionales;275,153176752204
2019-01-01;n_productos_nacionales;277,444466326529
2019-02-01;n_productos_nacionales;286,935803607308
2019-03-01;n_productos_nacionales;298,639425842016
2019-04-01;n_productos_nacionales;312,471053153413
2019-05-01;n_productos_nacionales;328,14615577357
2019-06-01;n_productos_nacionales;334,322392813971
2019-07-01;n_productos_nacionales;335,103417325714
2019-08-01;n_productos_nacionales;368,119614341102
2019-09-01;n_productos_nacionales;384,322146531289
2019-10-01;n_productos_nacionales;398,213264797779
2019-11-01;n_productos_nacionales;420,112813417797
2019-12-01;n_productos_nacionales;437,158249825142
2020-01-01;n_productos_nacionales;444,268596763756
2020-02-01;n_productos_nacionales;449,380510177031
2020-03-01;n_productos_nacionales;453,511422674621
2020-04-01;n_productos_nacionales;445,995927891067
2020-05-01;n_productos_nacionales;446,716420556659
2020-06-01;n_productos_nacionales;463,492941002698
2020-07-01;n_productos_nacionales;479,767881444131
2020-08-01;n_productos_nacionales;499,553158216424
2020-09-01;n_productos_nacionales;518,092362688157
2020-10-01;n_productos_nacionales;541,812659657918
2020-11-01;n_productos_nacionales;563,911813259427
2020-12-01;n_productos_nacionales;589,004751770338
2021-01-01;n_productos_nacionales;622,371502638841
2021-02-01;n_productos_nacionales;659,506916757893
2021-03-01;n_productos_nacionales;684,470579990284
2021-04-01;n_productos_nacionales;718,515914029505
2021-05-01;n_productos_nacionales;742,169611311676
2021-06-01;n_productos_nacionales;765,796457379013
2021-07-01;n_productos_nacionales;783,334026708426
2021-08-01;n_productos_nacionales;803,828228260206
2021-09-01;n_productos_nacionales;825,973484054435
2021-10-01;n_productos_nacionales;849,865058428922
2021-11-01;n_productos_nacionales;874,545576603896
2021-12-01;n_productos_nacionales;895,068558195245
2022-01-01;n_productos_nacionales;929,608331723781
2022-02-01;n_productos_nacionales;975,149486627906
2022-03-01;n_productos_nacionales;1037,60189344721
2022-04-01;n_productos_nacionales;1098,26284706739
2022-05-01;n_productos_nacionales;1155,46974942855
2022-06-01;n_productos_nacionales;1213,40155481466
2022-07-01;n_productos_nacionales;1297,82506377955
2022-08-01;n_productos_nacionales;1402,95845855359
2022-09-01;n_productos_nacionales;1478,98801658314
2022-10-01;n_productos_nacionales;1547,41451712498
2022-11-01;n_productos_nacionales;1642,29021544728
2022-12-01;n_productos_nacionales;1740,44999987503
2023-01-01;n_productos_nacionales;1850,10968987086
2023-02-01;n_productos_nacionales;1976,4327932584
2023-03-01;n_productos_nacionales;2073,03187113184
2023-04-01;n_productos_nacionales;2212,37938001692
2023-05-01;n_productos_nacionales;2365,94735381486
2023-06-01;n_productos_nacionales;2538,04860396619
2023-07-01;n_productos_nacionales;2714,50162540877
2023-08-01;n_productos_nacionales;3190,96679345325
2023-09-01;n_productos_nacionales;3498,70440563966
2023-10-01;n_productos_nacionales;3756,61430756413
2023-11-01;n_productos_nacionales;4174,42025313758
2023-12-01;n_productos_nacionales;6309,17547348603
2024-01-01;n_productos_nacionales;7547,80621278826
2024-02-01;n_productos_nacionales;8378,64378308492
2024-03-01;n_productos_nacionales;8896,08931669255
2024-04-01;n_productos_nacionales;9232,53701785491
2024-05-01;n_productos_nacionales;9602,52762995207
2024-06-01;n_productos_nacionales;9861,59879980527
2024-07-01;n_productos_nacionales;10183,8109849763
2024-08-01;n_productos_nacionales;10411,0881263475
2024-09-01;n_productos_nacionales;10646,3847813036
2024-10-01;n_productos_nacionales;10787,0950741811
2024-11-01;n_productos_nacionales;10959,4942677981
2024-12-01;n_productos_nacionales;11073,6821615056
2025-01-01;n_productos_nacionales;11249,3979659592
2025-02-01;n_productos_nacionales;11443,731199095
2025-03-01;n_productos_nacionales;11615,1930473637
2025-04-01;n_productos_nacionales;11916,8985737899
2025-05-01;n_productos_nacionales;11920,9729356389
2025-06-01;n_productos_nacionales;12120,61023944
2025-07-01;n_productos_nacionales;12440,7371412644
2025-08-01;n_productos_nacionales;12828,8536359852
2025-09-01;n_productos_nacionales;13251,8888181833
2025-10-01;n_productos_nacionales;13421,4480241799
2025-11-01;n_productos_nacionales;13656,7029557284
2025-12-01;n_productos_nacionales;13991,2331717538
2026-01-01;n_productos_nacionales;14226,2947236137
2026-02-01;n_productos_nacionales;14404,3918236901
2015-12-01;1_primarios;100
2016-01-01;1_primarios;109,221781073521
2016-02-01;1_primarios;114,726631477244
2016-03-01;1_primarios;117,647369846269
2016-04-01;1_primarios;118,200349235916
2016-05-01;1_primarios;120,300553087552
2016-06-01;1_primarios;132,326537438129
2016-07-01;1_primarios;139,610902489775
2016-08-01;1_primarios;138,62006234547
2016-09-01;1_primarios;133,224199705422
2016-10-01;1_primarios;133,039782369412
2016-11-01;1_primarios;133,015341472926
2016-12-01;1_primarios;130,371188567298
2017-01-01;1_primarios;132,230231883853
2017-02-01;1_primarios;134,53868035655
2017-03-01;1_primarios;134,337391258135
2017-04-01;1_primarios;133,76092464341
2017-05-01;1_primarios;134,144793623518
2017-06-01;1_primarios;138,802721503558
2017-07-01;1_primarios;142,313326736316
2017-08-01;1_primarios;146,910401498369
2017-09-01;1_primarios;147,679236216659
2017-10-01;1_primarios;149,60315235699
2017-11-01;1_primarios;151,27431716889
2017-12-01;1_primarios;152,279364869776
2018-01-01;1_primarios;166,898055156573
2018-02-01;1_primarios;182,160784039731
2018-03-01;1_primarios;183,719840415698
2018-04-01;1_primarios;187,752781981193
2018-05-01;1_primarios;208,168744254512
2018-06-01;1_primarios;220,216617311267
2018-07-01;1_primarios;234,393349178284
2018-08-01;1_primarios;242,966761364324
2018-09-01;1_primarios;287,019817661783
2018-10-01;1_primarios;293,315126220287
2018-11-01;1_primarios;281,805238946946
2018-12-01;1_primarios;278,24780846276
2019-01-01;1_primarios;274,533860189656
2019-02-01;1_primarios;288,975252261849
2019-03-01;1_primarios;304,089200909644
2019-04-01;1_primarios;323,805642888154
2019-05-01;1_primarios;350,597521476899
2019-06-01;1_primarios;358,750656409493
2019-07-01;1_primarios;353,689255873734
2019-08-01;1_primarios;368,818227051514
2019-09-01;1_primarios;377,342318292183
2019-10-01;1_primarios;388,941942376331
2019-11-01;1_primarios;412,50252834231
2019-12-01;1_primarios;433,013008086037
2020-01-01;1_primarios;440,408995082313
2020-02-01;1_primarios;443,317293839059
2020-03-01;1_primarios;437,561081080674
2020-04-01;1_primarios;396,16359303623
2020-05-01;1_primarios;377,165379471109
2020-06-01;1_primarios;412,095824070949
2020-07-01;1_primarios;437,421541036353
2020-08-01;1_primarios;469,775383224526
2020-09-01;1_primarios;485,014096146792
2020-10-01;1_primarios;509,11559734075
2020-11-01;1_primarios;528,537854023625
2020-12-01;1_primarios;566,74305880639
2021-01-01;1_primarios;615,71014359582
2021-02-01;1_primarios;664,960578387914
2021-03-01;1_primarios;673,998783405052
2021-04-01;1_primarios;707,338822007966
2021-05-01;1_primarios;710,876356494718
2021-06-01;1_primarios;715,819587539576
2021-07-01;1_primarios;730,346615055315
2021-08-01;1_primarios;736,60639301524
2021-09-01;1_primarios;762,009989160887
2021-10-01;1_primarios;782,984360197481
2021-11-01;1_primarios;807,221380953307
2021-12-01;1_primarios;821,870231544986
2022-01-01;1_primarios;882,61412524757
2022-02-01;1_primarios;928,651430673982
2022-03-01;1_primarios;991,926546527076
2022-04-01;1_primarios;1041,31543838928
2022-05-01;1_primarios;1079,74122321432
2022-06-01;1_primarios;1116,73034468303
2022-07-01;1_primarios;1160,01850743404
2022-08-01;1_primarios;1269,86678653933
2022-09-01;1_primarios;1327,53187137237
2022-10-01;1_primarios;1354,59470460069
2022-11-01;1_primarios;1427,42584206396
2022-12-01;1_primarios;1551,08244972239
2023-01-01;1_primarios;1709,3996032545
2023-02-01;1_primarios;1859,73687558787
2023-03-01;1_primarios;1886,81241654361
2023-04-01;1_primarios;2035,2714541008
2023-05-01;1_primarios;2126,8189856893
2023-06-01;1_primarios;2254,76311432103
2023-07-01;1_primarios;2411,54713799126
2023-08-01;1_primarios;2887,13497651273
2023-09-01;1_primarios;3105,63241812329
2023-10-01;1_primarios;3355,36277361984
2023-11-01;1_primarios;3609,21437559147
2023-12-01;1_primarios;5294,05988306744
2024-01-01;1_primarios;6578,87936248416
2024-02-01;1_primarios;7203,55371362901
2024-03-01;1_primarios;7759,47480058646
2024-04-01;1_primarios;7991,25480636785
2024-05-01;1_primarios;8572,24919558058
2024-06-01;1_primarios;8916,29269985894
2024-07-01;1_primarios;9365,12127655858
2024-08-01;1_primarios;9570,9203047239
2024-09-01;1_primarios;9791,68913906166
2024-10-01;1_primarios;9963,081816733
2024-11-01;1_primarios;10026,626030139
2024-12-01;1_primarios;9960,81916247575
2025-01-01;1_primarios;10173,3760009929
2025-02-01;1_primarios;10407,4822327799
2025-03-01;1_primarios;10519,5301918596
2025-04-01;1_primarios;10570,2415895789
2025-05-01;1_primarios;10537,7131451542
2025-06-01;1_primarios;10706,7627351662
2025-07-01;1_primarios;10933,29378869
2025-08-01;1_primarios;11413,6400415704
2025-09-01;1_primarios;11867,1527971258
2025-10-01;1_primarios;12107,7360332544
2025-11-01;1_primarios;12077,2936322787
2025-12-01;1_primarios;12381,392575982
2026-01-01;1_primarios;12704,3373315444
2026-02-01;1_primarios;13031,969310579
2015-12-01;a_productos_agropecuarios;100
2016-01-01;a_productos_agropecuarios;102,554104192053
2016-02-01;a_productos_agropecuarios;109,70959829608
2016-03-01;a_productos_agropecuarios;113,945439719517
2016-04-01;a_productos_agropecuarios;114,747821763452
2016-05-01;a_productos_agropecuarios;119,467510818929
2016-06-01;a_productos_agropecuarios;128,329660097769
2016-07-01;a_productos_agropecuarios;131,215244806046
2016-08-01;a_productos_agropecuarios;128,812727387661
2016-09-01;a_productos_agropecuarios;131,193234234269
2016-10-01;a_productos_agropecuarios;130,21697159133
2016-11-01;a_productos_agropecuarios;129,458059557074
2016-12-01;a_productos_agropecuarios;127,503204829567
2017-01-01;a_productos_agropecuarios;131,566347516039
2017-02-01;a_productos_agropecuarios;136,987260818694
2017-03-01;a_productos_agropecuarios;137,299231716136
2017-04-01;a_productos_agropecuarios;138,517823318445
2017-05-01;a_productos_agropecuarios;136,488372326823
2017-06-01;a_productos_agropecuarios;139,279025623655
2017-07-01;a_productos_agropecuarios;145,082187125585
2017-08-01;a_productos_agropecuarios;150,640467549784
2017-09-01;a_productos_agropecuarios;152,870570217487
2017-10-01;a_productos_agropecuarios;154,518854588376
2017-11-01;a_productos_agropecuarios;153,908307589576
2017-12-01;a_productos_agropecuarios;151,709743993105
2018-01-01;a_productos_agropecuarios;159,593126085235
2018-02-01;a_productos_agropecuarios;166,760603408272
2018-03-01;a_productos_agropecuarios;165,890678001137
2018-04-01;a_productos_agropecuarios;167,015621270731
2018-05-01;a_productos_agropecuarios;180,079587887395
2018-06-01;a_productos_agropecuarios;188,664739266692
2018-07-01;a_productos_agropecuarios;199,633124255103
2018-08-01;a_productos_agropecuarios;211,358231623574
2018-09-01;a_productos_agropecuarios;232,293246838789
2018-10-01;a_productos_agropecuarios;238,679987002974
2018-11-01;a_productos_agropecuarios;237,994538281065
2018-12-01;a_productos_agropecuarios;246,602436447293
2019-01-01;a_productos_agropecuarios;264,427952091148
2019-02-01;a_productos_agropecuarios;283,100802667373
2019-03-01;a_productos_agropecuarios;288,80710643272
2019-04-01;a_productos_agropecuarios;297,735068413341
2019-05-01;a_productos_agropecuarios;314,450893489264
2019-06-01;a_productos_agropecuarios;329,798682858529
2019-07-01;a_productos_agropecuarios;339,389419755987
2019-08-01;a_productos_agropecuarios;366,330938356013
2019-09-01;a_productos_agropecuarios;382,916990005131
2019-10-01;a_productos_agropecuarios;393,739898010798
2019-11-01;a_productos_agropecuarios;417,315261327162
2019-12-01;a_productos_agropecuarios;426,010662138203
2020-01-01;a_productos_agropecuarios;431,912609062456
2020-02-01;a_productos_agropecuarios;446,906661415311
2020-03-01;a_productos_agropecuarios;454,60302655449
2020-04-01;a_productos_agropecuarios;479,301634985548
2020-05-01;a_productos_agropecuarios;473,963232473177
2020-06-01;a_productos_agropecuarios;473,194255881855
2020-07-01;a_productos_agropecuarios;484,623212173899
2020-08-01;a_productos_agropecuarios;509,04418793443
2020-09-01;a_productos_agropecuarios;538,038655335915
2020-10-01;a_productos_agropecuarios;584,423832106817
2020-11-01;a_productos_agropecuarios;613,422715287162
2020-12-01;a_productos_agropecuarios;657,804492854148
2021-01-01;a_productos_agropecuarios;694,996186094715
2021-02-01;a_productos_agropecuarios;741,964440913957
2021-03-01;a_productos_agropecuarios;744,287505396294
2021-04-01;a_productos_agropecuarios;777,30585508069
2021-05-01;a_productos_agropecuarios;790,895079809374
2021-06-01;a_productos_agropecuarios;773,673150456593
2021-07-01;a_productos_agropecuarios;787,577639959287
2021-08-01;a_productos_agropecuarios;794,977021243218
2021-09-01;a_productos_agropecuarios;833,265370085922
2021-10-01;a_productos_agropecuarios;850,850115444099
2021-11-01;a_productos_agropecuarios;890,538864375611
2021-12-01;a_productos_agropecuarios;933,596440014708
2022-01-01;a_productos_agropecuarios;1022,27432588956
2022-02-01;a_productos_agropecuarios;1117,49601972429
2022-03-01;a_productos_agropecuarios;1185,7828604952
2022-04-01;a_productos_agropecuarios;1223,38197687034
2022-05-01;a_productos_agropecuarios;1256,76955102895
2022-06-01;a_productos_agropecuarios;1264,35826340178
2022-07-01;a_productos_agropecuarios;1293,94035058578
2022-08-01;a_productos_agropecuarios;1426,13116156618
2022-09-01;a_productos_agropecuarios;1520,496772887
2022-10-01;a_productos_agropecuarios;1517,13699043419
2022-11-01;a_productos_agropecuarios;1605,62530288311
2022-12-01;a_productos_agropecuarios;1766,99335040449
2023-01-01;a_productos_agropecuarios;1996,10303604529
2023-02-01;a_productos_agropecuarios;2202,57372797436
2023-03-01;a_productos_agropecuarios;2200,51310932121
2023-04-01;a_productos_agropecuarios;2407,04184658231
2023-05-01;a_productos_agropecuarios;2428,86991023005
2023-06-01;a_productos_agropecuarios;2504,85582118099
2023-07-01;a_productos_agropecuarios;2715,19482796698
2023-08-01;a_productos_agropecuarios;3323,55600999908
2023-09-01;a_productos_agropecuarios;3578,27702559656
2023-10-01;a_productos_agropecuarios;4052,28369663068
2023-11-01;a_productos_agropecuarios;4564,47407034895
2023-12-01;a_productos_agropecuarios;6103,35474123221
2024-01-01;a_productos_agropecuarios;6873,41248424194
2024-02-01;a_productos_agropecuarios;7531,85562326231
2024-03-01;a_productos_agropecuarios;8286,58511483726
2024-04-01;a_productos_agropecuarios;8503,92499136485
2024-05-01;a_productos_agropecuarios;9092,03290202527
2024-06-01;a_productos_agropecuarios;9393,07180627024
2024-07-01;a_productos_agropecuarios;10053,1598387889
2024-08-01;a_productos_agropecuarios;10308,0642761051
2024-09-01;a_productos_agropecuarios;10364,8730153565
2024-10-01;a_productos_agropecuarios;10502,7934005592
2024-11-01;a_productos_agropecuarios;10714,6376585523
2024-12-01;a_productos_agropecuarios;10900,7938249834
2025-01-01;a_productos_agropecuarios;11013,996702147
2025-02-01;a_productos_agropecuarios;11444,0849199095
2025-03-01;a_productos_agropecuarios;11764,8202409875
2025-04-01;a_productos_agropecuarios;11805,8720535828
2025-05-01;a_productos_agropecuarios;11700,7464737761
2025-06-01;a_productos_agropecuarios;11789,314098685
2025-07-01;a_productos_agropecuarios;12284,9498752267
2025-08-01;a_productos_agropecuarios;12961,3772791149
2025-09-01;a_productos_agropecuarios;13439,5218704744
2025-10-01;a_productos_agropecuarios;14049,3290002686
2025-11-01;a_productos_agropecuarios;14666,2212830447
2025-12-01;a_productos_agropecuarios;14917,6854626247
2026-01-01;a_productos_agropecuarios;15532,4557932886
2026-02-01;a_productos_agropecuarios;15838,0726441184
2015-12-01;011_agricolas;100
2016-01-01;011_agricolas;117,964857908188
2016-02-01;011_agricolas;130,530731982235
2016-03-01;011_agricolas;142,252940229803
2016-04-01;011_agricolas;132,043100453405
2016-05-01;011_agricolas;142,751949618668
2016-06-01;011_agricolas;155,97311648455
2016-07-01;011_agricolas;153,028790734284
2016-08-01;011_agricolas;138,513638276149
2016-09-01;011_agricolas;139,42586897334
2016-10-01;011_agricolas;140,457531106482
2016-11-01;011_agricolas;139,402420558157
2016-12-01;011_agricolas;137,751867875615
2017-01-01;011_agricolas;145,528428827993
2017-02-01;011_agricolas;147,751771470397
2017-03-01;011_agricolas;139,005543652792
2017-04-01;011_agricolas;139,829983997648
2017-05-01;011_agricolas;137,349304009909
2017-06-01;011_agricolas;137,829737027257
2017-07-01;011_agricolas;145,229097125838
2017-08-01;011_agricolas;154,195797068715
2017-09-01;011_agricolas;156,224606983198
2017-10-01;011_agricolas;163,553860573349
2017-11-01;011_agricolas;161,83247990448
2017-12-01;011_agricolas;161,040663225759
2018-01-01;011_agricolas;183,589439840857
2018-02-01;011_agricolas;195,062516201381
2018-03-01;011_agricolas;201,185288203523
2018-04-01;011_agricolas;199,477034691658
2018-05-01;011_agricolas;228,964331517555
2018-06-01;011_agricolas;233,876713183697
2018-07-01;011_agricolas;246,655219918835
2018-08-01;011_agricolas;255,129272909137
2018-09-01;011_agricolas;276,623294754843
2018-10-01;011_agricolas;295,494047239872
2018-11-01;011_agricolas;279,172638283876
2018-12-01;011_agricolas;282,657852287836
2019-01-01;011_agricolas;288,114154818641
2019-02-01;011_agricolas;299,578606803833
2019-03-01;011_agricolas;307,302506368258
2019-04-01;011_agricolas;292,536189741099
2019-05-01;011_agricolas;311,635145494234
2019-06-01;011_agricolas;342,211024358578
2019-07-01;011_agricolas;344,207207029539
2019-08-01;011_agricolas;383,924124306879
2019-09-01;011_agricolas;419,159783067616
2019-10-01;011_agricolas;416,05263102976
2019-11-01;011_agricolas;444,043811483712
2019-12-01;011_agricolas;445,902349807078
2020-01-01;011_agricolas;460,477653810644
2020-02-01;011_agricolas;481,252454322109
2020-03-01;011_agricolas;488,500764195463
2020-04-01;011_agricolas;562,761856414892
2020-05-01;011_agricolas;572,024828619466
2020-06-01;011_agricolas;571,149225140528
2020-07-01;011_agricolas;571,385548050405
2020-08-01;011_agricolas;599,575769014386
2020-09-01;011_agricolas;672,251121565535
2020-10-01;011_agricolas;765,608035750149
2020-11-01;011_agricolas;790,101111527176
2020-12-01;011_agricolas;811,895668238925
2021-01-01;011_agricolas;897,757129065694
2021-02-01;011_agricolas;982,219441188545
2021-03-01;011_agricolas;961,108342434042
2021-04-01;011_agricolas;994,21334526591
2021-05-01;011_agricolas;1000,8593759352
2021-06-01;011_agricolas;923,494077953686
2021-07-01;011_agricolas;942,659235906484
2021-08-01;011_agricolas;915,102125383638
2021-09-01;011_agricolas;968,737609433385
2021-10-01;011_agricolas;983,794364599716
2021-11-01;011_agricolas;971,158520795282
2021-12-01;011_agricolas;1014,90516642856
2022-01-01;011_agricolas;1247,00159477573
2022-02-01;011_agricolas;1398,42337323143
2022-03-01;011_agricolas;1497,23962585812
2022-04-01;011_agricolas;1469,58938074552
2022-05-01;011_agricolas;1563,79728287269
2022-06-01;011_agricolas;1551,19283227015
2022-07-01;011_agricolas;1518,56347904529
2022-08-01;011_agricolas;1658,97932706944
2022-09-01;011_agricolas;1902,46468552437
2022-10-01;011_agricolas;1980,38617301502
2022-11-01;011_agricolas;2183,49110994398
2022-12-01;011_agricolas;2593,12975303738
2023-01-01;011_agricolas;3023,62769263324
2023-02-01;011_agricolas;3124,79929473074
2023-03-01;011_agricolas;3130,42191961641
2023-04-01;011_agricolas;3321,26098516149
2023-05-01;011_agricolas;3459,75070086401
2023-06-01;011_agricolas;3407,04527963179
2023-07-01;011_agricolas;3621,83211123332
2023-08-01;011_agricolas;4132,52574948872
2023-09-01;011_agricolas;4619,61681414999
2023-10-01;011_agricolas;5246,41602581087
2023-11-01;011_agricolas;5946,26037798782
2023-12-01;011_agricolas;8164,0429767199
2024-01-01;011_agricolas;8982,64683937479
2024-02-01;011_agricolas;9497,52578460253
2024-03-01;011_agricolas;10151,4045306036
2024-04-01;011_agricolas;10155,4240219942
2024-05-01;011_agricolas;11679,6466055797
2024-06-01;011_agricolas;11537,177790286
2024-07-01;011_agricolas;12516,6764868138
2024-08-01;011_agricolas;11861,4068480271
2024-09-01;011_agricolas;11801,3962633131
2024-10-01;011_agricolas;11850,3150511759
2024-11-01;011_agricolas;11396,8946955895
2024-12-01;011_agricolas;11305,3659731216
2025-01-01;011_agricolas;11844,1868741929
2025-02-01;011_agricolas;12305,2948624412
